invoice_id,invoice_date,customer_id,product_id,sales_rep_id,territory,quantity,unit_price,discount,sales_amount,unit_cost,gross_profit,sales_channel,campaign_id,payment_status
INV001706,2025-09-19,C0116,P005,SR010,Southern,41,48.8,0.1,1800.72,23.91,820.41,Clinic,CAM006,Paid
INV001707,2025-11-16,C0043,P017,SR003,Northern,64,60.49,0.1,3484.22,30.19,1552.06,Hospital,,Paid
INV001708,2025-06-30,C0074,P018,SR012,East Malaysia,113,17.27,0.1,1756.36,8.38,809.42,Pharmacy,CAM005,Paid
INV001709,2025-03-20,C0018,P004,SR008,Kuala Lumpur,50,19.97,0.05,948.57,10.13,442.07,Hospital,,Paid
INV001710,2026-01-13,C0046,P005,SR001,Central,67,48.8,0.08,3008.03,23.91,1406.06,Clinic,CAM009,Pending
INV001711,2026-06-10,C0006,P017,SR006,East Malaysia,105,60.49,0,6351.45,30.19,3181.5,Clinic,CAM012,Pending
INV001712,2025-09-05,C0156,P012,SR007,Central,123,23.6,0,2902.8,11.86,1444.02,Distributor,CAM006,Paid
INV001713,2025-06-15,C0164,P002,SR005,East Coast,101,20.37,0,2057.37,9.86,1061.51,Pharmacy,CAM004,Paid
INV001714,2026-02-09,C0141,P018,SR012,East Malaysia,139,17.27,0.05,2280.5,8.38,1115.68,Clinic,,Paid
INV001715,2026-06-17,C0091,P013,SR009,Northern,139,14.36,0.15,1696.63,8.98,448.41,Clinic,,Paid
INV001716,2026-05-27,C0033,P002,SR006,East Malaysia,23,20.37,0.05,445.08,9.86,218.3,Hospital,,Paid
INV001717,2026-02-27,C0098,P013,SR012,East Malaysia,100,14.36,0,1436.0,8.98,538.0,Distributor,,Pending
INV001718,2025-08-09,C0112,P005,SR011,East Coast,156,48.8,0.08,7003.78,23.91,3273.82,Pharmacy,,Paid
INV001719,2025-11-06,C0102,P008,SR004,Southern,9,17.6,0.1,142.56,7.93,71.19,Pharmacy,,Pending
INV001720,2025-09-16,C0125,P013,SR008,Kuala Lumpur,124,14.36,0.03,1727.22,8.98,613.7,Clinic,CAM006,Paid
INV001721,2025-02-22,C0063,P005,SR002,Kuala Lumpur,80,48.8,0.03,3786.88,23.91,1874.08,Clinic,,Pending
INV001722,2026-03-20,C0020,P010,SR007,Central,136,17.45,0.05,2254.54,11.04,753.1,Clinic,,Paid
INV001723,2026-05-06,C0018,P012,SR008,Kuala Lumpur,54,23.6,0.03,1236.17,11.86,595.73,Hospital,,Paid
INV001724,2025-04-14,C0038,P018,SR009,Northern,20,17.27,0,345.4,8.38,177.8,Pharmacy,CAM003,Paid
INV001725,2026-02-18,C0086,P015,SR009,Northern,164,11.13,0.03,1770.56,6.38,724.24,Clinic,,Pending
INV001726,2025-05-07,C0113,P016,SR009,Northern,136,23.84,0,3242.24,14.05,1331.44,Clinic,,Pending
INV001727,2026-06-03,C0018,P005,SR008,Kuala Lumpur,89,48.8,0.08,3995.74,23.91,1867.75,Hospital,,Pending
INV001728,2025-10-01,C0037,P005,SR002,Kuala Lumpur,28,48.8,0.05,1298.08,23.91,628.6,Pharmacy,CAM006,Paid
INV001729,2025-11-07,C0004,P005,SR005,East Coast,112,48.8,0.05,5192.32,23.91,2514.4,Pharmacy,,Paid
INV001730,2025-06-05,C0110,P018,SR008,Kuala Lumpur,58,17.27,0,1001.66,8.38,515.62,Hospital,CAM004,Paid
INV001731,2026-05-10,C0017,P008,SR007,Central,47,17.6,0.15,703.12,7.93,330.41,Pharmacy,,Paid
INV001732,2025-03-23,C0172,P015,SR011,East Coast,162,11.13,0.08,1658.82,6.38,625.26,Pharmacy,,Paid
INV001733,2025-09-22,C0148,P018,SR009,Northern,166,17.27,0.08,2637.47,8.38,1246.39,Pharmacy,,Paid
INV001734,2026-06-17,C0175,P009,SR003,Northern,62,9.93,0.1,554.09,6.14,173.41,Hospital,,Paid
INV001735,2025-10-06,C0085,P017,SR008,Kuala Lumpur,132,60.49,0.15,6786.98,30.19,2801.9,Pharmacy,,Paid
INV001736,2025-11-04,C0066,P004,SR005,East Coast,147,19.97,0,2935.59,10.13,1446.48,Pharmacy,,Pending
INV001737,2025-09-12,C0119,P005,SR001,Central,143,48.8,0.05,6629.48,23.91,3210.35,Distributor,,Paid
INV001738,2025-12-06,C0077,P003,SR002,Kuala Lumpur,46,31.96,0.05,1396.65,20.33,461.47,Hospital,,Paid
INV001739,2025-11-18,C0015,P014,SR011,East Coast,115,18.87,0,2170.05,11.75,818.8,Clinic,,Paid
INV001740,2026-01-15,C0031,P010,SR001,Central,129,17.45,0.1,2025.94,11.04,601.78,Pharmacy,,Overdue
INV001741,2025-08-08,C0104,P014,SR006,East Malaysia,78,18.87,0,1471.86,11.75,555.36,Pharmacy,,Paid
INV001742,2025-12-01,C0152,P013,SR006,East Malaysia,30,14.36,0,430.8,8.98,161.4,Hospital,,Paid
INV001743,2026-03-15,C0127,P003,SR002,Kuala Lumpur,18,31.96,0,575.28,20.33,209.34,Pharmacy,,Paid
INV001744,2025-05-17,C0075,P012,SR009,Northern,175,23.6,0.05,3923.5,11.86,1848.0,Pharmacy,CAM004,Paid
INV001745,2025-02-09,C0150,P003,SR005,East Coast,162,31.96,0,5177.52,20.33,1884.06,Pharmacy,,Pending
INV001746,2026-02-05,C0126,P004,SR008,Kuala Lumpur,156,19.97,0.03,3021.86,10.13,1441.58,Hospital,,Pending
INV001747,2025-03-15,C0157,P010,SR004,Southern,21,17.45,0.05,348.13,11.04,116.29,Pharmacy,,Paid
INV001748,2026-06-12,C0025,P016,SR006,East Malaysia,77,23.84,0,1835.68,14.05,753.83,Hospital,,Pending
INV001749,2025-06-16,C0178,P016,SR007,Central,96,23.84,0.15,1945.34,14.05,596.54,Hospital,CAM004,Paid
INV001750,2025-08-29,C0080,P011,SR005,East Coast,66,15.5,0.05,971.85,7.06,505.89,Hospital,,Paid
INV001751,2025-03-02,C0151,P004,SR002,Kuala Lumpur,32,19.97,0.15,543.18,10.13,219.02,Distributor,CAM002,Paid
INV001752,2025-12-07,C0177,P011,SR004,Southern,128,15.5,0.05,1884.8,7.06,981.12,Hospital,CAM008,Overdue
INV001753,2025-08-03,C0122,P002,SR012,East Malaysia,45,20.37,0.03,889.15,9.86,445.45,Pharmacy,,Paid
INV001754,2025-09-16,C0100,P006,SR010,Southern,123,28.44,0.08,3218.27,16.3,1213.37,Clinic,,Paid
INV001755,2025-11-28,C0116,P005,SR010,Southern,113,48.8,0.08,5073.25,23.91,2371.42,Clinic,,Pending
INV001756,2025-07-08,C0002,P006,SR007,Central,111,28.44,0,3156.84,16.3,1347.54,Clinic,,Paid
INV001757,2025-02-13,C0036,P008,SR007,Central,76,17.6,0.1,1203.84,7.93,601.16,Distributor,,Pending
INV001758,2026-03-04,C0010,P001,SR009,Northern,92,34.05,0.1,2819.34,21.72,821.1,Pharmacy,,Paid
INV001759,2026-05-10,C0129,P007,SR006,East Malaysia,42,53.96,0.03,2198.33,26.47,1086.59,Clinic,,Paid
INV001760,2026-06-02,C0071,P017,SR012,East Malaysia,140,60.49,0.15,7198.31,30.19,2971.71,Pharmacy,,Paid
INV001761,2026-03-22,C0011,P015,SR007,Central,142,11.13,0.15,1343.39,6.38,437.43,Distributor,,Paid
INV001762,2025-10-19,C0086,P001,SR009,Northern,155,34.05,0.05,5013.86,21.72,1647.26,Clinic,,Paid
INV001763,2026-03-04,C0119,P008,SR007,Central,156,17.6,0,2745.6,7.93,1508.52,Distributor,CAM010,Pending
INV001764,2025-09-18,C0102,P009,SR004,Southern,140,9.93,0,1390.2,6.14,530.6,Pharmacy,CAM006,Paid
INV001765,2025-01-03,C0111,P002,SR002,Kuala Lumpur,75,20.37,0.05,1451.36,9.86,711.86,Pharmacy,,Overdue
INV001766,2025-01-17,C0129,P010,SR006,East Malaysia,132,17.45,0.15,1957.89,11.04,500.61,Clinic,CAM001,Pending
INV001767,2025-08-29,C0100,P018,SR010,Southern,50,17.27,0.05,820.32,8.38,401.32,Clinic,CAM006,Paid
INV001768,2025-09-09,C0123,P001,SR006,East Malaysia,38,34.05,0.15,1099.81,21.72,274.45,Clinic,,Paid
INV001769,2025-10-27,C0172,P009,SR011,East Coast,46,9.93,0.1,411.1,6.14,128.66,Pharmacy,CAM007,Paid
INV001770,2025-10-23,C0080,P018,SR005,East Coast,24,17.27,0.15,352.31,8.38,151.19,Hospital,,Pending
INV001771,2025-01-04,C0062,P003,SR008,Kuala Lumpur,50,31.96,0,1598.0,20.33,581.5,Pharmacy,,Paid
INV001772,2026-04-22,C0131,P004,SR007,Central,176,19.97,0.05,3338.98,10.13,1556.1,Hospital,,Paid
INV001773,2025-04-05,C0091,P006,SR009,Northern,53,28.44,0.05,1431.95,16.3,568.05,Clinic,CAM002,Pending
INV001774,2025-03-30,C0017,P006,SR001,Central,92,28.44,0,2616.48,16.3,1116.88,Pharmacy,,Paid
INV001775,2026-05-06,C0162,P012,SR001,Central,92,23.6,0.1,1954.08,11.86,862.96,Hospital,,Paid
INV001776,2026-06-09,C0104,P007,SR006,East Malaysia,53,53.96,0.05,2716.89,26.47,1313.98,Pharmacy,,Paid
INV001777,2025-03-10,C0059,P016,SR011,East Coast,104,23.84,0.03,2404.98,14.05,943.78,Distributor,,Pending
INV001778,2025-02-07,C0116,P007,SR004,Southern,151,53.96,0.03,7903.52,26.47,3906.55,Clinic,,Overdue
INV001779,2025-12-13,C0107,P001,SR010,Southern,123,34.05,0,4188.15,21.72,1516.59,Clinic,,Paid
INV001780,2025-04-30,C0152,P005,SR012,East Malaysia,131,48.8,0.05,6073.16,23.91,2940.95,Hospital,,Pending
INV001781,2025-05-03,C0160,P002,SR012,East Malaysia,67,20.37,0.03,1323.85,9.86,663.23,Distributor,,Pending
INV001782,2025-10-28,C0010,P004,SR003,Northern,81,19.97,0.08,1488.16,10.13,667.63,Pharmacy,,Paid
INV001783,2026-01-24,C0040,P009,SR009,Northern,110,9.93,0.15,928.45,6.14,253.05,Pharmacy,,Paid
INV001784,2026-05-26,C0079,P010,SR010,Southern,10,17.45,0,174.5,11.04,64.1,Hospital,CAM012,Paid
INV001785,2025-05-21,C0135,P004,SR010,Southern,34,19.97,0,678.98,10.13,334.56,Clinic,CAM004,Paid
INV001786,2025-05-07,C0047,P007,SR005,East Coast,64,53.96,0,3453.44,26.47,1759.36,Hospital,,Paid
INV001787,2025-03-23,C0141,P018,SR012,East Malaysia,146,17.27,0.08,2319.71,8.38,1096.23,Clinic,CAM002,Pending
INV001788,2025-02-11,C0080,P014,SR005,East Coast,173,18.87,0.03,3166.57,11.75,1133.82,Hospital,,Paid
INV001789,2025-04-07,C0151,P001,SR002,Kuala Lumpur,127,34.05,0,4324.35,21.72,1565.91,Distributor,,Paid
INV001790,2025-04-20,C0068,P006,SR005,East Coast,25,28.44,0.03,689.67,16.3,282.17,Distributor,CAM003,Paid
INV001791,2025-01-18,C0121,P007,SR003,Northern,48,53.96,0.08,2382.87,26.47,1112.31,Distributor,,Paid
INV001792,2025-09-02,C0105,P001,SR012,East Malaysia,152,34.05,0.08,4761.55,21.72,1460.11,Hospital,,Paid
INV001793,2025-09-01,C0016,P014,SR005,East Coast,161,18.87,0.08,2795.02,11.75,903.27,Clinic,CAM006,Paid
INV001794,2026-02-19,C0152,P014,SR012,East Malaysia,73,18.87,0,1377.51,11.75,519.76,Hospital,,Paid
INV001795,2026-03-07,C0066,P016,SR005,East Coast,34,23.84,0.05,770.03,14.05,292.33,Pharmacy,CAM010,Paid
INV001796,2025-07-08,C0165,P004,SR006,East Malaysia,38,19.97,0.08,698.15,10.13,313.21,Clinic,CAM005,Pending
INV001797,2025-03-15,C0176,P013,SR005,East Coast,60,14.36,0.03,835.75,8.98,296.95,Hospital,CAM002,Paid
INV001798,2025-04-24,C0179,P001,SR010,Southern,32,34.05,0.03,1056.91,21.72,361.87,Pharmacy,,Paid
INV001799,2025-05-07,C0095,P011,SR011,East Coast,101,15.5,0.08,1440.26,7.06,727.2,Pharmacy,,Paid
INV001800,2026-03-31,C0170,P007,SR006,East Malaysia,57,53.96,0.03,2983.45,26.47,1474.66,Hospital,CAM011,Paid
INV001801,2025-10-08,C0112,P002,SR011,East Coast,5,20.37,0.05,96.76,9.86,47.46,Pharmacy,CAM007,Pending
INV001802,2026-06-21,C0075,P007,SR009,Northern,33,53.96,0.1,1602.61,26.47,729.1,Pharmacy,,Paid
INV001803,2025-10-14,C0046,P014,SR001,Central,126,18.87,0.08,2187.41,11.75,706.91,Clinic,,Paid
INV001804,2025-12-23,C0078,P008,SR010,Southern,56,17.6,0.08,906.75,7.93,462.67,Clinic,CAM008,Overdue
INV001805,2025-10-04,C0042,P016,SR004,Southern,117,23.84,0.1,2510.35,14.05,866.5,Hospital,CAM007,Paid
INV001806,2026-01-29,C0057,P018,SR005,East Coast,33,17.27,0.03,552.81,8.38,276.27,Clinic,,Paid
INV001807,2025-04-12,C0070,P017,SR007,Central,108,60.49,0,6532.92,30.19,3272.4,Pharmacy,,Pending
INV001808,2025-09-05,C0073,P009,SR005,East Coast,176,9.93,0.15,1485.53,6.14,404.89,Pharmacy,,Paid
INV001809,2026-06-27,C0047,P016,SR005,East Coast,43,23.84,0.15,871.35,14.05,267.2,Hospital,,Paid
INV001810,2026-03-06,C0146,P011,SR005,East Coast,128,15.5,0,1984.0,7.06,1080.32,Clinic,CAM010,Pending
INV001811,2026-03-12,C0065,P009,SR006,East Malaysia,165,9.93,0.05,1556.53,6.14,543.43,Pharmacy,,Paid
INV001812,2026-01-01,C0025,P013,SR012,East Malaysia,164,14.36,0,2355.04,8.98,882.32,Hospital,CAM008,Pending
INV001813,2026-01-01,C0121,P008,SR009,Northern,131,17.6,0,2305.6,7.93,1266.77,Distributor,,Paid
INV001814,2025-03-20,C0027,P005,SR001,Central,110,48.8,0.1,4831.2,23.91,2201.1,Hospital,CAM002,Paid
INV001815,2025-03-16,C0027,P018,SR007,Central,39,17.27,0,673.53,8.38,346.71,Hospital,CAM002,Paid
INV001816,2025-09-20,C0003,P014,SR005,East Coast,76,18.87,0.05,1362.41,11.75,469.41,Pharmacy,,Pending
INV001817,2025-04-06,C0088,P008,SR003,Northern,28,17.6,0.1,443.52,7.93,221.48,Distributor,,Paid
INV001818,2025-09-04,C0012,P016,SR008,Kuala Lumpur,143,23.84,0,3409.12,14.05,1399.97,Pharmacy,,Pending
INV001819,2026-05-17,C0056,P014,SR009,Northern,30,18.87,0,566.1,11.75,213.6,Pharmacy,,Overdue
INV001820,2025-10-12,C0001,P014,SR010,Southern,96,18.87,0.08,1666.6,11.75,538.6,Pharmacy,,Paid
INV001821,2025-04-10,C0161,P001,SR007,Central,54,34.05,0,1838.7,21.72,665.82,Pharmacy,CAM002,Pending
INV001822,2025-07-20,C0054,P007,SR005,East Coast,80,53.96,0.05,4100.96,26.47,1983.36,Pharmacy,,Paid
INV001823,2025-05-18,C0009,P004,SR005,East Coast,98,19.97,0.05,1859.21,10.13,866.47,Distributor,,Paid
INV001824,2026-03-19,C0040,P003,SR003,Northern,126,31.96,0.03,3906.15,20.33,1344.57,Pharmacy,,Paid
INV001825,2025-02-05,C0137,P006,SR007,Central,32,28.44,0,910.08,16.3,388.48,Pharmacy,CAM001,Paid
INV001826,2025-04-22,C0112,P008,SR005,East Coast,73,17.6,0.08,1182.02,7.93,603.13,Pharmacy,,Pending
INV001827,2026-06-28,C0152,P011,SR012,East Malaysia,45,15.5,0.1,627.75,7.06,310.05,Hospital,,Paid
INV001828,2025-08-09,C0115,P014,SR004,Southern,161,18.87,0.1,2734.26,11.75,842.51,Pharmacy,,Paid
INV001829,2025-08-08,C0006,P007,SR012,East Malaysia,80,53.96,0.03,4187.3,26.47,2069.7,Clinic,,Overdue
INV001830,2025-04-29,C0178,P005,SR001,Central,63,48.8,0.08,2828.45,23.91,1322.12,Hospital,,Pending
INV001831,2026-05-06,C0102,P005,SR004,Southern,137,48.8,0,6685.6,23.91,3409.93,Pharmacy,,Pending
INV001832,2025-09-04,C0013,P017,SR005,East Coast,66,60.49,0.05,3792.72,30.19,1800.18,Pharmacy,CAM006,Paid
INV001833,2025-12-07,C0141,P005,SR006,East Malaysia,16,48.8,0.05,741.76,23.91,359.2,Clinic,,Paid
INV001834,2025-08-14,C0179,P003,SR004,Southern,164,31.96,0.05,4979.37,20.33,1645.25,Pharmacy,,Paid
INV001835,2025-03-24,C0083,P015,SR004,Southern,179,11.13,0.03,1932.5,6.38,790.48,Pharmacy,,Paid
INV001836,2025-01-12,C0007,P001,SR001,Central,26,34.05,0.03,858.74,21.72,294.02,Clinic,,Pending
INV001837,2025-03-25,C0022,P007,SR012,East Malaysia,30,53.96,0.05,1537.86,26.47,743.76,Hospital,,Paid
INV001838,2025-02-28,C0162,P001,SR001,Central,95,34.05,0.03,3137.71,21.72,1074.31,Hospital,,Pending
INV001839,2026-06-01,C0166,P010,SR010,Southern,71,17.45,0,1238.95,11.04,455.11,Pharmacy,,Paid
INV001840,2026-05-04,C0074,P016,SR006,East Malaysia,43,23.84,0,1025.12,14.05,420.97,Pharmacy,,Paid
INV001841,2025-02-13,C0081,P013,SR010,Southern,15,14.36,0.05,204.63,8.98,69.93,Pharmacy,,Paid
INV001842,2025-02-15,C0154,P002,SR005,East Coast,174,20.37,0.03,3438.05,9.86,1722.41,Clinic,CAM002,Paid
INV001843,2025-04-01,C0093,P017,SR010,Southern,140,60.49,0,8468.6,30.19,4242.0,Pharmacy,,Paid
INV001844,2026-02-27,C0039,P009,SR001,Central,87,9.93,0.03,837.99,6.14,303.81,Distributor,CAM010,Pending
INV001845,2026-01-20,C0011,P018,SR001,Central,165,17.27,0.05,2707.07,8.38,1324.37,Distributor,,Paid
INV001846,2026-04-17,C0159,P012,SR001,Central,164,23.6,0.08,3560.77,11.86,1615.73,Pharmacy,,Pending
INV001847,2026-06-23,C0048,P005,SR002,Kuala Lumpur,20,48.8,0.03,946.72,23.91,468.52,Distributor,,Paid
INV001848,2025-05-06,C0101,P009,SR003,Northern,147,9.93,0.1,1313.74,6.14,411.16,Distributor,,Pending
INV001849,2025-09-25,C0161,P009,SR001,Central,145,9.93,0.15,1223.87,6.14,333.57,Pharmacy,,Overdue
INV001850,2026-06-13,C0050,P013,SR006,East Malaysia,140,14.36,0.05,1909.88,8.98,652.68,Distributor,,Paid
INV001851,2025-09-06,C0040,P003,SR003,Northern,107,31.96,0.05,3248.73,20.33,1073.42,Pharmacy,CAM006,Paid
INV001852,2025-11-11,C0105,P010,SR006,East Malaysia,10,17.45,0,174.5,11.04,64.1,Hospital,,Paid
INV001853,2025-05-14,C0095,P017,SR011,East Coast,59,60.49,0,3568.91,30.19,1787.7,Pharmacy,,Overdue
INV001854,2025-09-15,C0022,P015,SR006,East Malaysia,104,11.13,0.03,1122.79,6.38,459.27,Hospital,,Paid
INV001855,2025-12-30,C0096,P010,SR005,East Coast,52,17.45,0.05,862.03,11.04,287.95,Hospital,CAM009,Paid
INV001856,2025-07-11,C0076,P007,SR003,Northern,176,53.96,0,9496.96,26.47,4838.24,Hospital,,Paid
INV001857,2025-10-14,C0075,P017,SR003,Northern,62,60.49,0.08,3450.35,30.19,1578.57,Pharmacy,,Paid
INV001858,2026-05-28,C0133,P006,SR007,Central,89,28.44,0.08,2328.67,16.3,877.97,Clinic,CAM012,Paid
INV001859,2025-12-15,C0010,P010,SR003,Northern,79,17.45,0,1378.55,11.04,506.39,Pharmacy,,Paid
INV001860,2025-12-30,C0050,P017,SR012,East Malaysia,155,60.49,0.03,9094.67,30.19,4415.22,Distributor,,Paid
INV001861,2025-08-16,C0037,P004,SR002,Kuala Lumpur,29,19.97,0.08,532.8,10.13,239.03,Pharmacy,,Paid
INV001862,2025-05-07,C0140,P002,SR001,Central,66,20.37,0.05,1277.2,9.86,626.44,Clinic,,Paid
INV001863,2025-07-22,C0127,P007,SR002,Kuala Lumpur,108,53.96,0.05,5536.3,26.47,2677.54,Pharmacy,,Paid
INV001864,2026-02-21,C0009,P003,SR005,East Coast,161,31.96,0.08,4733.92,20.33,1460.79,Distributor,,Overdue
INV001865,2026-02-03,C0025,P015,SR012,East Malaysia,146,11.13,0.08,1494.98,6.38,563.5,Hospital,,Paid
INV001866,2025-07-09,C0054,P001,SR005,East Coast,155,34.05,0,5277.75,21.72,1911.15,Pharmacy,,Paid
INV001867,2025-05-11,C0153,P017,SR006,East Malaysia,67,60.49,0.08,3728.6,30.19,1705.87,Clinic,,Paid
INV001868,2026-05-25,C0068,P010,SR005,East Coast,111,17.45,0.1,1743.25,11.04,517.81,Distributor,,Paid
INV001869,2026-02-06,C0095,P012,SR005,East Coast,19,23.6,0,448.4,11.86,223.06,Pharmacy,,Paid
INV001870,2025-05-07,C0135,P010,SR004,Southern,143,17.45,0.03,2420.49,11.04,841.77,Clinic,,Paid
INV001871,2026-06-27,C0123,P011,SR006,East Malaysia,155,15.5,0,2402.5,7.06,1308.2,Clinic,,Overdue
INV001872,2025-07-19,C0044,P006,SR001,Central,160,28.44,0.05,4322.88,16.3,1714.88,Clinic,CAM005,Paid
INV001873,2025-12-10,C0087,P014,SR001,Central,28,18.87,0.03,512.51,11.75,183.51,Clinic,CAM008,Paid
INV001874,2026-02-22,C0011,P012,SR001,Central,91,23.6,0,2147.6,11.86,1068.34,Distributor,,Paid
INV001875,2025-02-17,C0133,P004,SR001,Central,37,19.97,0.05,701.95,10.13,327.14,Clinic,,Overdue
INV001876,2025-07-17,C0015,P017,SR005,East Coast,97,60.49,0.03,5691.5,30.19,2763.07,Clinic,,Paid
INV001877,2025-01-28,C0099,P005,SR012,East Malaysia,23,48.8,0.03,1088.73,23.91,538.8,Pharmacy,,Paid
INV001878,2025-06-29,C0056,P009,SR009,Northern,96,9.93,0,953.28,6.14,363.84,Pharmacy,,Paid
INV001879,2025-07-07,C0112,P004,SR011,East Coast,165,19.97,0.1,2965.54,10.13,1294.09,Pharmacy,,Paid
INV001880,2025-05-27,C0160,P007,SR012,East Malaysia,79,53.96,0.08,3921.81,26.47,1830.68,Distributor,CAM004,Paid
INV001881,2025-01-06,C0136,P015,SR006,East Malaysia,92,11.13,0.03,993.24,6.38,406.28,Clinic,,Paid
INV001882,2026-06-26,C0035,P014,SR003,Northern,59,18.87,0,1113.33,11.75,420.08,Clinic,,Paid
INV001883,2025-05-08,C0014,P004,SR008,Kuala Lumpur,120,19.97,0.08,2204.69,10.13,989.09,Pharmacy,,Paid
INV001884,2025-02-18,C0130,P012,SR004,Southern,79,23.6,0.03,1808.47,11.86,871.53,Clinic,CAM002,Paid
INV001885,2026-04-09,C0066,P006,SR011,East Coast,158,28.44,0.08,4134.04,16.3,1558.64,Pharmacy,,Paid
INV001886,2026-01-20,C0169,P010,SR010,Southern,27,17.45,0.1,424.03,11.04,125.95,Hospital,CAM009,Paid
INV001887,2025-09-12,C0038,P011,SR003,Northern,80,15.5,0,1240.0,7.06,675.2,Pharmacy,,Paid
INV001888,2025-07-19,C0045,P007,SR003,Northern,52,53.96,0.1,2525.33,26.47,1148.89,Pharmacy,,Paid
INV001889,2025-05-25,C0111,P013,SR002,Kuala Lumpur,109,14.36,0.05,1486.98,8.98,508.16,Pharmacy,CAM004,Paid
INV001890,2025-05-01,C0118,P014,SR006,East Malaysia,169,18.87,0.05,3029.58,11.75,1043.83,Hospital,,Pending
INV001891,2025-11-13,C0144,P008,SR004,Southern,88,17.6,0.08,1424.9,7.93,727.06,Pharmacy,,Paid
INV001892,2025-09-07,C0134,P005,SR002,Kuala Lumpur,77,48.8,0.1,3381.84,23.91,1540.77,Distributor,,Overdue
INV001893,2025-05-01,C0037,P014,SR008,Kuala Lumpur,12,18.87,0.05,215.12,11.75,74.12,Pharmacy,,Pending
INV001894,2025-05-31,C0104,P012,SR006,East Malaysia,116,23.6,0.08,2518.59,11.86,1142.83,Pharmacy,CAM004,Paid
INV001895,2025-12-19,C0105,P003,SR006,East Malaysia,8,31.96,0.05,242.9,20.33,80.26,Hospital,,Paid
INV001896,2025-05-30,C0049,P017,SR007,Central,151,60.49,0.03,8859.97,30.19,4301.28,Pharmacy,,Paid
INV001897,2025-07-16,C0069,P013,SR006,East Malaysia,66,14.36,0.05,900.37,8.98,307.69,Clinic,,Pending
INV001898,2025-10-06,C0161,P002,SR001,Central,47,20.37,0.05,909.52,9.86,446.1,Pharmacy,CAM007,Paid
INV001899,2026-06-11,C0112,P013,SR011,East Coast,21,14.36,0.15,256.33,8.98,67.75,Pharmacy,,Paid
INV001900,2026-02-01,C0129,P007,SR006,East Malaysia,25,53.96,0.08,1241.08,26.47,579.33,Clinic,,Paid
INV001901,2025-01-27,C0013,P003,SR011,East Coast,140,31.96,0,4474.4,20.33,1628.2,Pharmacy,,Paid
INV001902,2025-03-16,C0083,P002,SR010,Southern,109,20.37,0.08,2042.7,9.86,967.96,Pharmacy,,Paid
INV001903,2026-03-30,C0165,P014,SR006,East Malaysia,17,18.87,0.08,295.13,11.75,95.38,Clinic,CAM011,Paid
INV001904,2026-05-23,C0113,P015,SR009,Northern,105,11.13,0,1168.65,6.38,498.75,Clinic,,Paid
INV001905,2025-05-24,C0104,P014,SR006,East Malaysia,157,18.87,0,2962.59,11.75,1117.84,Pharmacy,CAM004,Pending
INV001906,2026-05-19,C0161,P016,SR007,Central,17,23.84,0.15,344.49,14.05,105.64,Pharmacy,,Overdue
INV001907,2025-03-10,C0068,P001,SR011,East Coast,139,34.05,0.08,4354.31,21.72,1335.23,Distributor,CAM002,Paid
INV001908,2026-04-10,C0060,P003,SR005,East Coast,85,31.96,0.03,2635.1,20.33,907.05,Distributor,,Paid
INV001909,2026-02-15,C0028,P015,SR004,Southern,123,11.13,0,1368.99,6.38,584.25,Clinic,,Pending
INV001910,2025-06-18,C0174,P004,SR004,Southern,159,19.97,0,3175.23,10.13,1564.56,Hospital,,Paid
INV001911,2025-08-13,C0109,P008,SR012,East Malaysia,38,17.6,0.05,635.36,7.93,334.02,Clinic,,Overdue
INV001912,2026-01-21,C0032,P007,SR005,East Coast,119,53.96,0,6421.24,26.47,3271.31,Hospital,,Paid
INV001913,2025-09-28,C0152,P002,SR006,East Malaysia,153,20.37,0.03,3023.11,9.86,1514.53,Hospital,CAM007,Paid
INV001914,2025-02-14,C0025,P014,SR012,East Malaysia,77,18.87,0.15,1235.04,11.75,330.29,Hospital,,Paid
INV001915,2025-07-29,C0175,P009,SR003,Northern,106,9.93,0.05,999.95,6.14,349.11,Hospital,CAM005,Pending
INV001916,2026-05-27,C0171,P017,SR001,Central,52,60.49,0,3145.48,30.19,1575.6,Pharmacy,,Paid
INV001917,2026-05-19,C0151,P018,SR002,Kuala Lumpur,31,17.27,0.05,508.6,8.38,248.82,Distributor,CAM012,Paid
INV001918,2025-12-15,C0126,P015,SR002,Kuala Lumpur,114,11.13,0.1,1141.94,6.38,414.62,Hospital,CAM008,Pending
INV001919,2026-06-12,C0046,P018,SR007,Central,109,17.27,0,1882.43,8.38,969.01,Clinic,,Paid
INV001920,2026-04-06,C0006,P016,SR012,East Malaysia,108,23.84,0.08,2368.74,14.05,851.34,Clinic,,Paid
INV001921,2025-03-04,C0104,P016,SR006,East Malaysia,108,23.84,0.05,2445.98,14.05,928.58,Pharmacy,,Pending
INV001922,2025-01-16,C0094,P001,SR012,East Malaysia,143,34.05,0,4869.15,21.72,1763.19,Pharmacy,,Paid
INV001923,2025-08-18,C0162,P012,SR007,Central,177,23.6,0,4177.2,11.86,2077.98,Hospital,,Paid
INV001924,2026-01-10,C0004,P011,SR011,East Coast,31,15.5,0.08,442.06,7.06,223.2,Pharmacy,,Paid
INV001925,2025-03-16,C0134,P006,SR002,Kuala Lumpur,151,28.44,0,4294.44,16.3,1833.14,Distributor,,Overdue
INV001926,2025-02-10,C0143,P018,SR008,Kuala Lumpur,65,17.27,0.05,1066.42,8.38,521.72,Clinic,,Paid
